case number,case detail,time of fir,no of suspects,progress,police station numbers
9r6kk,Kidnapping,2020-02-15 02:03:12,10,pending,28193463
TEb3C,Shoplifting at a mall,2022-09-07 20:59:34,6,pending,16669167
HZePo,Identity theft,2019-02-25 22:57:02,5,closed,50676283
FQ0ay,Assault on an officer,2019-11-24 20:30:13,1,pending,47814630
hNB3W,Assault in a public place,2021-10-10 14:00:09,9,closed,22520485
3mAUa,Trespassing,2019-09-19 22:37:19,9,pending,50889704
4UBZ0,Shoplifting at a mall,2020-09-25 07:51:03,2,closed,78529050
aB4Sd,Environmental crime,2019-06-19 20:26:17,6,pending,38479006
jNimT,Stalking,2022-05-17 04:54:39,5,pending,19467876
2hDGA,Cybercrime,2019-08-31 11:19:44,7,closed,69982250
KeXcb,Vandalism in a park,2022-10-28 16:07:39,5,pending,34451476
4lRAW,Burglary in a residential area,2020-05-18 17:58:21,4,pending,63697650
gLkQ3,Drug trafficking,2020-12-28 21:16:10,5,pending,31164528
pzj1v,Environmental crime,2020-07-17 08:29:11,5,closed,76011595
oSq2W,Arson,2019-06-06 22:21:02,9,closed,17246275
ct7QB,Stalking,2022-06-12 20:29:21,4,pending,52452747
CB97W,Assault in a public place,2020-11-22 16:29:35,5,closed,55433450
a0BWO,Homicide,2021-04-04 08:57:54,10,pending,42476250
dLCGn,Public disturbance,2020-05-13 09:47:07,1,pending,17805198
1qAr2,Assault in a public place,2019-06-03 20:28:39,1,closed,02587266
nUJKd,Trespassing,2019-09-18 20:05:40,5,closed,45537376
2JvJy,Arson,2022-04-15 12:25:26,3,pending,81772229
Eqiuw,Trespassing,2022-02-11 05:29:38,5,pending,15593184
VY3eu,Shoplifting at a mall,2020-10-06 07:39:58,2,closed,55326169
0oamo,Shoplifting at a mall,2020-10-20 15:28:07,4,pending,41455531
FxcsT,Kidnapping,2021-05-01 17:42:27,1,pending,90514167
BVUvS,Kidnapping,2020-05-25 12:28:29,1,pending,76618996
9kvCa,Child abuse,2022-08-09 10:07:52,2,closed,94548480
pfbcF,Vandalism in a park,2020-06-06 16:29:42,9,pending,31257305
j387V,Domestic violence,2021-06-03 06:20:48,1,closed,95944130
MMupl,Child abuse,2021-03-14 23:39:54,4,pending,18714029
xj0mc,Cybercrime,2021-04-06 04:11:52,2,closed,80988302
CvqgH,Burglary in a residential area,2021-05-19 06:37:16,7,closed,49366794
zDocR,Environmental crime,2022-10-30 17:10:07,1,closed,64572108
D0cqG,Kidnapping,2020-01-27 05:14:21,9,pending,45516212
XglhQ,Assault in a public place,2019-07-17 12:54:17,3,closed,31050753
57OxX,Arson,2019-06-14 17:05:42,5,closed,10031837
J7lZA,Arson,2021-10-09 10:15:16,4,pending,47794556
I20hW,Forgery and fraud,2021-12-25 06:05:43,9,closed,39923830
zSqDc,Drug trafficking,2022-11-02 22:35:44,9,pending,48747685
fwcP8,Identity theft,2021-01-29 04:09:16,8,closed,52165065
OmZ2l,Shoplifting at a mall,2022-07-29 11:20:14,2,pending,26363929
M22T3,Domestic violence,2019-06-11 13:46:46,4,closed,26875175
nN3KW,Environmental crime,2021-03-14 14:00:35,2,pending,20359047
EtFks,Public disturbance,2021-02-13 18:58:29,9,closed,96465564
OJ9OQ,Child abuse,2021-02-17 01:44:18,3,pending,49933355
gwSlS,Public disturbance,2022-09-22 23:22:51,8,pending,94462066
XeYfm,Identity theft,2022-01-21 21:11:38,5,pending,64771651
hv5at,Car theft,2019-02-10 10:11:42,2,closed,25638552
AYkQk,Cybercrime,2019-01-03 08:00:39,7,pending,41555593
3NoPP,Homicide,2021-03-08 21:49:28,4,pending,29129794
73W4h,Stalking,2022-05-12 03:55:51,2,pending,79620481
7IAYq,Public disturbance,2019-09-05 21:14:10,10,closed,02706298
wjGuw,Child abuse,2019-09-25 09:47:57,8,pending,91349756
Dv8w8,Arson,2022-04-02 05:58:54,1,closed,92684762
37OZX,Homicide,2021-06-14 20:07:30,6,closed,69079145
bhrFx,Stalking,2019-06-27 11:59:26,5,pending,92691843
xjm2i,Shoplifting at a mall,2021-12-05 19:46:24,2,closed,62625253
Hs9wN,Identity theft,2020-09-12 18:58:25,10,closed,36767389
rweAi,Identity theft,2022-02-17 17:58:25,2,pending,14905601
Uc2rJ,Shoplifting at a mall,2020-01-06 08:56:53,7,closed,77339676
yUeQ0,Kidnapping,2020-11-12 19:27:11,7,closed,11438897
vnXSi,Human trafficking,2022-01-11 15:15:32,10,pending,15643088
xxH9x,Car theft,2021-03-11 04:13:07,3,pending,25285734
gG7Dq,Robbery at a convenience store,2019-07-28 14:59:48,3,pending,46925047
kmDhp,Environmental crime,2022-01-13 17:19:45,10,pending,08738057
guXQJ,Domestic violence,2022-06-28 06:54:38,8,closed,74636953
0Fi3R,Robbery at a convenience store,2021-02-02 22:34:59,8,closed,37659606
nlz4o,Kidnapping,2020-06-07 01:33:48,5,pending,61424705
SxSx3,Domestic violence,2022-04-10 09:49:41,5,pending,70561670
0jbHw,Burglary in a residential area,2021-09-21 06:57:26,4,closed,55321333
N6hsK,Assault on an officer,2019-09-14 19:27:37,8,pending,31957824
gJYPU,Trespassing,2019-06-17 06:45:05,3,closed,18970212
6eQB9,Robbery at a convenience store,2022-02-27 13:40:52,6,pending,66240502
1KhdQ,Domestic violence,2022-10-18 06:23:07,4,closed,87717302
2JvsG,Shoplifting at a mall,2020-05-29 15:42:00,9,pending,70136711
ds51E,Trespassing,2021-01-12 08:11:07,5,pending,52119484
Q57iJ,Kidnapping,2022-02-06 17:40:33,1,closed,24226759
GaYpi,Human trafficking,2022-11-04 02:06:27,9,closed,02984527
adG4b,Robbery at a convenience store,2021-09-03 03:45:59,10,closed,36872148
4GNg9,Shoplifting at a mall,2021-02-23 11:01:51,8,closed,25031115
1JbWZ,Public disturbance,2021-11-08 18:52:59,5,pending,25246987
GRRUN,Public disturbance,2020-05-31 04:28:19,5,pending,83890011
kTTWm,Stalking,2019-04-25 06:51:57,6,closed,89411547
PZINa,Environmental crime,2022-07-14 03:19:26,10,closed,33508418
v0nti,Arson,2019-10-11 22:40:42,7,closed,38349701
kACYb,Drug trafficking,2020-12-26 23:05:41,7,closed,36938923
zFnx8,Public disturbance,2021-11-01 03:33:17,7,closed,51428243
ZjFY7,Shoplifting at a mall,2022-06-20 02:37:36,2,closed,04892103
Ua0Xn,Stalking,2020-05-23 23:17:56,5,pending,89311649
Jmogv,Car theft,2019-01-01 17:58:45,8,closed,04716293
LMB2N,Homicide,2021-10-29 22:29:21,9,pending,57977262
WF0Vn,Forgery and fraud,2019-05-11 14:09:17,7,closed,33872918
mmTqd,Child abuse,2021-02-28 06:23:26,9,closed,74638564
MjASt,Burglary in a residential area,2019-02-04 09:36:25,7,pending,04836734
J2wcg,Public disturbance,2022-01-27 13:44:49,3,pending,94947624
65Ljl,Arson,2021-04-05 07:07:11,6,closed,61154340
LjXb3,Identity theft,2020-06-07 01:07:29,2,pending,96167012
zcRwy,Burglary in a residential area,2020-02-21 07:31:44,8,closed,59806788
ofpN9,Forgery and fraud,2019-03-16 13:39:01,6,pending,82965710
PfVw4,Car theft,2021-04-28 09:05:28,10,pending,32091428
oKjXQ,Kidnapping,2021-04-07 14:30:42,3,closed,71596709
PgMLF,Arson,2019-04-29 03:26:36,6,closed,72657323
ucHKk,Homicide,2021-03-04 14:59:47,2,closed,45894827
PN4xU,Drug trafficking,2020-06-26 23:03:04,10,pending,59535989
oUMBs,Human trafficking,2019-11-06 13:57:27,5,closed,11879844
ahvW7,Child abuse,2022-05-24 15:15:05,9,pending,31421963
oKxeW,Arson,2022-07-09 08:20:47,3,closed,24914283
kFU9e,Stalking,2019-09-08 00:00:37,2,closed,01599887
vov0n,Child abuse,2021-06-08 17:59:38,9,closed,90245935
OdmGO,Homicide,2021-12-08 13:09:49,7,pending,65952188
fZg40,Forgery and fraud,2019-08-12 15:37:44,8,closed,97223694
UAMhQ,Assault in a public place,2021-03-18 16:48:26,1,closed,11885127
9OiDV,Shoplifting at a mall,2021-08-24 04:23:11,1,closed,59982330
x9fVH,Trespassing,2020-10-09 23:07:56,10,pending,98284527
fYHpU,Kidnapping,2022-07-23 03:01:10,7,closed,36201453
9Xc18,Identity theft,2022-10-07 19:39:53,7,pending,08118410
5p6vM,Human trafficking,2020-01-27 15:25:13,10,closed,30263274
gBAU7,Assault in a public place,2020-11-25 16:54:34,2,pending,53060328
jiTEF,Assault on an officer,2021-06-24 19:41:42,10,closed,02331469
dI6m2,Arson,2020-07-03 11:25:11,5,closed,91591917
h5z6u,Human trafficking,2019-03-17 00:45:15,8,closed,74756041
DSZjF,Homicide,2019-06-30 16:29:43,4,pending,32635326
FLcLl,Assault on an officer,2020-01-20 05:10:10,6,closed,24623516
foQl6,Shoplifting at a mall,2019-03-10 02:05:34,1,pending,66426954
c0OD9,Assault in a public place,2020-03-31 04:18:53,8,closed,04119990
qfLpP,Robbery at a convenience store,2022-06-05 04:42:50,9,closed,82156130
yCcVU,Car theft,2020-05-28 04:37:17,3,pending,82996860
JFNDy,Stalking,2022-03-28 03:30:29,5,closed,68494271
XoXQl,Homicide,2020-07-14 01:34:09,7,closed,60862521
V5OHM,Drug trafficking,2019-08-08 01:32:24,2,pending,45429990
LUiEz,Burglary in a residential area,2019-02-25 01:45:04,7,pending,19283908
4EJp3,Vandalism in a park,2020-07-08 10:06:18,2,pending,56528453
M8Rht,Assault on an officer,2022-05-21 23:49:47,8,closed,00655305
EOIwT,Shoplifting at a mall,2019-05-31 09:55:17,4,pending,40748697
fz69A,Public disturbance,2020-11-25 01:30:17,2,pending,05811358
U9JbG,Assault in a public place,2020-09-19 15:17:40,2,closed,49658309
GSRbt,Drug trafficking,2022-04-12 01:52:16,2,closed,83969638
1iI37,Domestic violence,2019-08-28 07:55:50,4,closed,17549461
KDAY3,Identity theft,2021-09-04 22:57:23,3,pending,67455813
Utmgq,Assault on an officer,2021-07-05 14:48:59,1,pending,68564094
6yro1,Environmental crime,2019-10-20 06:39:27,5,pending,60748877
l0Xux,Homicide,2021-04-10 12:24:03,10,closed,00164601
ReGxQ,Burglary in a residential area,2022-08-13 07:16:44,7,closed,11662535
ZUEcC,Child abuse,2021-06-27 16:27:32,3,pending,42341315
8Zj4R,Assault on an officer,2021-06-13 04:28:34,4,pending,59579257
P64A7,Forgery and fraud,2019-10-28 02:15:20,6,pending,51013196
6qBCu,Cybercrime,2021-08-26 15:04:45,6,pending,86354686
DPs8B,Stalking,2019-11-29 01:43:42,2,closed,56916929
9S4rS,Identity theft,2019-06-29 03:10:07,3,closed,18894436
1621N,Kidnapping,2019-03-22 17:57:25,3,closed,47854739
aVjXC,Human trafficking,2019-08-21 14:25:34,3,closed,24095036
cPKjq,Cybercrime,2020-03-31 18:08:13,5,pending,53396139
1bKxf,Vandalism in a park,2020-09-14 20:00:03,9,pending,03221891
UkDAy,Burglary in a residential area,2021-12-23 20:45:01,4,closed,60229319
Edwct,Child abuse,2020-12-24 13:01:26,5,closed,75929191
8ON6P,Identity theft,2020-04-18 12:36:00,2,closed,03343479
y2z1X,Trespassing,2022-04-30 06:04:03,2,pending,09701889
VzgHX,Cybercrime,2019-08-22 06:59:44,1,pending,94305682
l2nyy,Assault on an officer,2022-02-21 00:30:04,4,pending,23591106
IUvhb,Domestic violence,2021-04-14 21:10:42,5,pending,68258889
qUhAD,Child abuse,2021-02-22 07:43:27,5,pending,89063044
1hcQT,Kidnapping,2019-04-25 03:00:57,4,closed,41873541
xkaht,Cybercrime,2022-01-25 21:37:49,3,closed,43032116
vPH9U,Child abuse,2022-05-15 09:48:10,3,closed,65575559
pJtt5,Environmental crime,2020-11-24 01:29:02,4,pending,46659161
ZdJTr,Assault on an officer,2021-04-08 16:41:12,6,closed,62374275
NGfvE,Trespassing,2020-04-02 13:10:34,1,pending,87301270
VE5pr,Kidnapping,2021-12-27 17:33:10,5,closed,43745281
kXDTU,Forgery and fraud,2021-06-17 12:46:46,1,pending,44054153
A96Su,Human trafficking,2021-08-12 22:24:47,9,pending,17200056
U5Q0P,Vandalism in a park,2019-12-26 11:44:28,7,pending,54788859
anj7J,Public disturbance,2020-05-15 00:24:03,8,pending,40496218
cHlkO,Robbery at a convenience store,2020-12-10 09:11:50,7,pending,90825685
lwI59,Drug trafficking,2020-04-04 14:06:31,7,pending,62229763
terYe,Shoplifting at a mall,2020-07-14 12:44:06,2,closed,93459500
xvoWe,Drug trafficking,2022-07-30 05:23:45,8,pending,98413964
R5a1b,Child abuse,2019-02-02 11:28:20,3,closed,23909605
icFYh,Public disturbance,2022-06-06 21:36:49,2,closed,99237880
NqIJk,Forgery and fraud,2022-03-09 01:23:47,10,pending,68532874
MB6Wj,Environmental crime,2020-02-14 12:32:58,6,closed,93415970
OGDdl,Forgery and fraud,2020-06-13 05:59:16,1,closed,01693298
D5r8w,Identity theft,2021-09-15 09:16:00,5,closed,73591458
crrBr,Identity theft,2020-06-27 15:34:38,10,closed,34244227
Q2Khc,Environmental crime,2020-02-29 07:50:06,7,pending,28689804
dt6Cd,Identity theft,2021-11-09 23:32:43,5,closed,65088738
AIjx1,Forgery and fraud,2021-05-06 19:06:49,3,pending,61942979
c3uhS,Child abuse,2020-07-31 03:58:53,6,pending,70258529
Y6vzj,Trespassing,2020-06-06 13:25:24,6,pending,31332916
P6KCa,Burglary in a residential area,2020-10-11 02:29:56,4,pending,54848583
YHOfD,Homicide,2022-08-29 21:35:49,7,closed,35112277
vxxIn,Shoplifting at a mall,2019-12-05 11:57:13,1,closed,37467450
NwXzx,Forgery and fraud,2021-01-28 05:00:55,9,closed,88996296
VARTK,Assault in a public place,2022-05-08 20:51:07,5,pending,93604961
TCDDh,Assault in a public place,2019-06-29 08:24:43,1,pending,78533879
GMR5i,Cybercrime,2020-01-13 11:59:05,9,pending,52056216
X4W2T,Vandalism in a park,2021-10-02 22:49:55,1,pending,33147503
MRda4,Arson,2021-02-24 15:47:43,5,pending,10791733
bgkDN,Homicide,2020-11-23 07:57:44,6,pending,23756390
aIO5h,Domestic violence,2021-06-01 21:26:53,7,pending,68859725
J7MGN,Domestic violence,2019-12-09 12:49:39,9,closed,51185880
44KEc,Human trafficking,2021-06-03 20:54:38,9,closed,25320710
59VoP,Shoplifting at a mall,2021-05-02 05:23:28,6,pending,45765540
dIoMB,Drug trafficking,2021-02-05 18:25:39,4,pending,83810663
5aCEd,Domestic violence,2020-04-15 10:01:52,10,closed,81601029
CrYbQ,Domestic violence,2019-05-04 16:30:03,7,closed,49402640
OcptR,Burglary in a residential area,2019-04-09 09:11:33,3,closed,44610020
NGNR0,Shoplifting at a mall,2020-05-20 19:40:45,8,closed,81637534
eIVqY,Public disturbance,2019-06-18 14:58:23,9,pending,55093401
kQjUe,Robbery at a convenience store,2019-10-24 12:43:27,10,closed,61919660
VUCYn,Trespassing,2019-10-04 05:34:03,10,pending,47796860
xQSOU,Forgery and fraud,2019-12-29 12:22:56,7,pending,84885386
bDIRv,Assault on an officer,2021-04-15 03:40:40,8,pending,36881271
RZpPO,Assault on an officer,2021-06-29 04:33:26,9,closed,31616795
CQ58E,Car theft,2020-07-14 10:35:10,3,pending,78350904
zAUsi,Human trafficking,2020-04-28 15:33:30,5,pending,92815791
PRNCR,Trespassing,2019-06-05 10:12:23,5,pending,68768402
vT1Gf,Domestic violence,2019-09-29 18:17:54,10,closed,98381799
xaSxb,Cybercrime,2022-06-01 22:04:48,5,pending,68624089
kXHMD,Forgery and fraud,2022-03-31 15:37:26,2,pending,44495458
LQkGy,Human trafficking,2019-09-20 07:22:50,3,pending,68258210
XclQB,Kidnapping,2019-06-01 03:00:50,1,pending,43609772
RcIi5,Trespassing,2022-06-16 13:22:44,10,closed,93599041
5VBZR,Robbery at a convenience store,2019-05-25 07:58:21,4,closed,52136614
i8mtK,Stalking,2019-12-26 15:28:39,3,closed,81156764
l3UXm,Homicide,2021-12-03 03:03:44,9,pending,61486452
OkV7x,Cybercrime,2021-10-08 11:53:46,6,pending,82117574
OdN9q,Shoplifting at a mall,2019-05-29 13:24:51,8,closed,53819673
zD4zN,Stalking,2022-03-31 03:44:16,6,closed,26972341
07D0U,Forgery and fraud,2020-12-03 19:43:51,4,pending,02946998
FPnbp,Assault on an officer,2022-12-17 10:37:53,10,pending,83967142
DynHW,Human trafficking,2020-09-07 03:47:31,9,closed,58179713
9Q3Z9,Child abuse,2019-12-18 11:29:01,7,closed,12350656
XACe5,Trespassing,2021-02-07 16:20:35,2,pending,31788070
hbfxX,Environmental crime,2019-10-17 05:13:57,2,pending,83010469
SuT9J,Child abuse,2021-11-03 08:39:02,8,closed,04677201
yzsOq,Vandalism in a park,2020-01-20 10:54:08,10,closed,68497037
8JLVo,Homicide,2019-09-07 21:39:45,8,closed,40986545
BqYio,Homicide,2019-07-26 19:33:47,3,pending,87202241
sRC22,Assault in a public place,2022-09-29 13:20:04,2,pending,41564966
fqP5R,Shoplifting at a mall,2019-05-03 05:31:45,5,closed,19114781
efFXK,Public disturbance,2021-05-19 22:27:00,9,closed,49017242
AXUOW,Assault on an officer,2021-04-20 23:04:16,6,closed,21748383
UZQt2,Trespassing,2020-05-15 21:58:10,5,closed,02849478
scgxk,Assault in a public place,2020-01-03 09:47:57,10,closed,48882810
0QaeC,Assault on an officer,2020-06-11 02:05:08,4,pending,83066236
AzFQi,Vandalism in a park,2021-01-27 08:53:16,10,pending,01410515
tQtlm,Assault on an officer,2019-04-04 14:04:28,4,closed,18279959
6Q41S,Drug trafficking,2019-08-02 01:54:41,8,closed,89237515
mZiH9,Forgery and fraud,2019-03-18 14:54:48,2,pending,12592546
uHFjq,Vandalism in a park,2019-06-09 10:49:57,1,pending,02354874
zIR7D,Arson,2020-08-08 10:53:33,7,pending,49409699
NCsKq,Assault on an officer,2019-12-09 18:11:48,4,pending,21861057
pOSLa,Trespassing,2019-09-22 18:32:54,5,pending,09147268
DUbjB,Homicide,2022-03-10 16:10:09,9,pending,81369204
Jp3LF,Car theft,2022-04-16 19:31:02,1,closed,12292355
sZoNV,Child abuse,2021-06-15 15:10:13,7,pending,42759186
kA2ma,Child abuse,2022-03-28 00:33:14,4,pending,00227239
IQtKV,Trespassing,2021-01-03 10:09:43,6,closed,46471783
EDEwz,Domestic violence,2022-11-25 15:58:16,8,pending,73639125
CphYx,Child abuse,2019-06-23 16:12:51,10,closed,99172041
4ddSo,Stalking,2020-02-23 01:17:35,10,closed,05056334
a5kRU,Public disturbance,2019-06-25 17:50:50,5,pending,28465924
hVRF2,Human trafficking,2021-06-28 06:12:48,1,closed,59226891
lZWNq,Forgery and fraud,2021-12-30 21:11:23,10,pending,74664383
OpCkj,Trespassing,2022-01-17 16:59:40,5,pending,06957042
vWx7Y,Assault in a public place,2021-07-29 06:58:24,2,closed,94921359
kvqcm,Forgery and fraud,2022-04-08 17:27:24,1,pending,44213128
A12K0,Car theft,2019-10-22 10:47:25,2,pending,33375488
UOHZS,Assault on an officer,2019-10-18 06:07:13,10,pending,08484598
uCLXV,Identity theft,2020-07-27 12:17:34,2,pending,63317825
oXERc,Burglary in a residential area,2020-11-14 10:13:27,2,pending,86765130
LAYLN,Trespassing,2019-02-27 22:50:22,2,pending,34274882
7u1T7,Stalking,2020-01-17 06:39:43,6,pending,61063634
cSbOc,Trespassing,2021-05-22 00:02:59,3,closed,96821746
Fbljz,Domestic violence,2022-11-05 05:57:02,6,closed,97174391
OeCeE,Child abuse,2019-09-02 06:29:45,9,pending,02320550
pZZmR,Public disturbance,2022-05-19 16:04:06,3,closed,39499323
ex9BH,Car theft,2021-06-03 05:20:53,2,closed,12726787
eViuk,Assault on an officer,2021-01-07 04:49:55,8,closed,17185012
vFjIH,Vandalism in a park,2021-11-04 00:35:59,2,closed,73073056
LxS22,Domestic violence,2019-09-01 06:31:42,1,pending,61694267
YWwcg,Robbery at a convenience store,2021-01-20 10:47:47,1,closed,93585398
zlJxx,Vandalism in a park,2022-04-14 18:43:44,8,pending,38297548
ntZtI,Robbery at a convenience store,2022-03-10 09:47:15,9,closed,44852262
BXeCc,Human trafficking,2021-02-24 10:45:53,3,closed,64973238
JNw6Q,Burglary in a residential area,2019-05-22 21:08:47,1,closed,59809824
gqUsg,Burglary in a residential area,2021-09-08 03:28:12,3,closed,90158907
u4Z9E,Identity theft,2020-06-08 23:05:05,3,pending,78468623
LJCGb,Forgery and fraud,2022-04-04 17:08:34,2,closed,40571853
V8RLp,Burglary in a residential area,2020-04-29 18:49:42,6,pending,10323951
GacVz,Assault on an officer,2022-10-12 17:23:30,10,closed,39423809
uRDxY,Human trafficking,2019-04-25 07:36:02,1,pending,89518313
vJf2m,Drug trafficking,2019-05-22 18:45:10,3,pending,20400830
7oMrs,Domestic violence,2022-06-25 00:18:23,8,pending,16644404
Noqz9,Kidnapping,2019-04-06 10:31:32,8,closed,14736457
aH8Co,Assault on an officer,2019-09-02 22:10:21,9,pending,12899087
43dUl,Trespassing,2021-03-04 16:40:02,6,closed,94131936
yktNg,Identity theft,2021-04-24 04:37:39,6,closed,63787793
iACuM,Car theft,2019-11-07 07:54:05,6,closed,14373435
onoTg,Domestic violence,2022-12-18 00:17:39,1,closed,56541540
5xDIF,Human trafficking,2019-02-11 13:57:26,1,closed,09361723
5DR4R,Car theft,2021-11-07 10:32:51,3,closed,65365363
OGxav,Human trafficking,2022-01-10 09:47:14,6,closed,09560249
JvUS0,Trespassing,2021-03-28 07:17:21,8,pending,15047230
y0fOQ,Human trafficking,2020-10-26 20:14:20,4,closed,46838981
Onkxe,Environmental crime,2019-12-03 04:50:47,2,pending,46113970
3nKJD,Human trafficking,2022-04-24 06:09:23,4,pending,90887623
bpIN6,Forgery and fraud,2021-04-18 21:14:20,10,closed,58834948
re9kK,Identity theft,2019-03-08 08:32:02,7,pending,10548924
Bwdnx,Car theft,2021-01-12 02:47:30,1,closed,08585354
ls50U,Arson,2021-07-22 15:16:03,2,closed,79961077
q3ZJI,Assault in a public place,2020-10-26 20:50:38,8,closed,89560552
GZvyr,Car theft,2020-01-15 06:03:36,5,pending,29658817
NBtBu,Environmental crime,2021-04-20 03:53:16,6,pending,58607223
Nnskk,Shoplifting at a mall,2020-02-08 11:17:19,4,closed,51239587
T8O2e,Public disturbance,2019-12-24 08:53:02,9,closed,14782714
iAe4j,Assault on an officer,2020-06-17 19:05:13,6,pending,39942875
YE4RQ,Child abuse,2019-10-17 14:55:53,3,closed,15409203
vyrSy,Assault in a public place,2020-03-22 15:59:14,2,pending,73549440
3eQ00,Environmental crime,2022-10-04 19:30:38,2,pending,16076220
fBwvU,Environmental crime,2019-07-25 04:47:11,6,pending,66931691
P0cp0,Vandalism in a park,2020-01-02 11:24:53,6,closed,01919003
0OdUu,Identity theft,2022-05-02 08:41:05,1,pending,59110096
7PMJk,Burglary in a residential area,2021-01-29 13:40:00,4,pending,35070271
FOwcs,Kidnapping,2019-08-28 09:14:50,5,closed,91870214
5Kg4i,Robbery at a convenience store,2021-04-17 09:35:28,5,pending,94324798
R3O7A,Trespassing,2019-01-30 19:11:32,6,pending,70474512
NdnpY,Vandalism in a park,2021-09-13 21:13:38,8,closed,36634229
mVjQ8,Cybercrime,2022-05-16 08:43:45,3,pending,41097495
mzxSY,Child abuse,2021-03-21 05:50:28,6,closed,10995619
XIo3l,Forgery and fraud,2019-09-14 18:42:36,10,closed,22970447
bcn9I,Forgery and fraud,2019-04-05 11:27:36,3,pending,07436475
1kEMv,Assault in a public place,2020-02-28 20:22:59,3,closed,81940637
